2, 0.00038800, 0.00026090, Hamal, 31.791, 23.462
4, 0.00042490, 0.00029280, Hamal, 31.791, 23.462
6, 0.00052853, 0.00041086, Hamal, 31.791, 23.462
8, 0.00050342, 0.00036942, Hamal, 31.791, 23.462
10, 0.00048804, 0.00044875, Hamal, 31.791, 23.462
12, 0.00062922, 0.00046746, Hamal, 31.791, 23.462
14, 0.00058879, 0.00045231, Hamal, 31.791, 23.462
16, 0.00065170, 0.00047891, Hamal, 31.791, 23.462
18, 0.00065767, 0.00044164, Hamal, 31.791, 23.462
20, 0.00060452, 0.00067200, Hamal, 31.791, 23.462
